Complaint Number,Status,Date Entered,House Number,ZIP Code,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
2222438,CLOSED,02/06/2016,1795        ,10460    ,GUION PLACE                     ,2028202,209,   ,30,ERT  ,09/17/2018,Y1,09/12/2018,11/07/2018 12:00:00 AM
3574971,CLOSED,09/21/2016,1006        ,11219    ,65 STREET                       ,3388449,310,   ,4A,SPOPS,10/18/2016,Y1,10/18/2016,11/07/2018 12:00:00 AM
4729138,CLOSED,04/15/2018,239-10      ,11422    ,147 DRIVE                       ,4291702,413,   ,30,ERT  ,04/15/2018,Y1,04/14/2018,11/07/2018 12:00:00 AM
3604763,CLOSED,06/01/2017,541         ,11208    ,ELDERTS LANE                    ,3094836,305,   ,30,ERT  ,06/01/2017,Y1,06/01/2017,11/07/2018 12:00:00 AM
2258061,CLOSED,02/28/2018,826         ,10465    ,REVERE AVENUE                   ,2079902,210,   ,30,ERT  ,02/28/2018,Y1,02/28/2018,11/07/2018 12:00:00 AM
3428619,CLOSED,11/05/2012,2517        ,11226    ,BEDFORD AVENUE                  ,3119762,317,   ,30,ERT  ,11/07/2012,Y1,11/07/2012,11/07/2018 12:00:00 AM
4414372,CLOSED,09/04/2009,33-12       ,11368    , 103 STREET                     ,4042589,403,   ,45,QNS.,10/26/2009,Y1,10/23/2009,11/07/2018 12:00:00 AM
5137083,CLOSED,09/12/2018,109         ,10301    ,SHERMAN AVENUE                  ,5000413,501,   ,10,ERT  ,09/12/2018,Y1,09/12/2018,11/07/2018 12:00:00 AM
1321963,CLOSED,04/03/2012,2335        ,10035    ,2 AVENUE                        ,1054562,111,   ,73,ERT  ,04/04/2012,Y1,04/03/2012,11/07/2018 12:00:00 AM
4492534,CLOSED,08/29/2011,91-43       ,11428    ,HOLLIS COURT BOULEVARD          ,4225329,413,   ,1C,QNS.,09/06/2011,Y1,08/30/2011,11/07/2018 12:00:00 AM
3372835,CLOSED,04/02/2011,158         ,11206    ,TOMPKINS AVENUE                 ,3049133,303,   ,30,ERT  ,04/02/2011,Y1,04/02/2011,11/07/2018 12:00:00 AM
4639146,CLOSED,12/09/2015,211-12      ,11361    ,NORTHERN BOULEVARD              ,4310409,411,   ,4C,EXCAV,12/09/2015,Y1,11/23/2015,11/07/2018 12:00:00 AM
4731261,CLOSED,05/02/2018,102-31      ,11419    ,134 STREET                      ,4201239,409,   ,30,ERT  ,05/02/2018,Y1,05/02/2018,11/07/2018 12:00:00 AM
2125111,CLOSED,01/16/2009,1013        ,10459    ,HOME STREET                     ,2086765,203,   ,31,BRONX,01/16/2009,Y1,01/16/2009,11/07/2018 12:00:00 AM
4562436,CLOSED,10/15/2013,108-68 GAR  ,11368    ,43 AVENUE                       ,4562467,404,   ,45,ERT  ,10/15/2013,Y1,10/12/2013,11/07/2018 12:00:00 AM
2196224,CLOSED,03/21/2014,3133        ,10467    ,DECATUR AVENUE                  ,2018427,207,   ,30,ERT  ,04/03/2014,Y1,03/31/2014,11/07/2018 12:00:00 AM
4649690,CLOSED,04/12/2016,114-28      ,11436    ,145 STREET                      ,4259249,412,   ,30,ERT  ,04/19/2016,Y1,04/12/2016,11/07/2018 12:00:00 AM
4584407,CLOSED,04/04/2014,100-02 GAR  ,11375    ,67 DRIVE                        ,4572395,406,   ,30,ERT  ,04/05/2014,Y1,04/04/2014,11/07/2018 12:00:00 AM
4716575,CLOSED,12/11/2017,119-01      ,11434    ,LONG STREET                     ,4265686,412,   ,45,QNS.,04/09/2018,Y1,04/07/2018,11/07/2018 12:00:00 AM
3610983,CLOSED,07/18/2017,2046        ,11233    ,PACIFIC STREET                  ,3038683,316,   ,30,ERT  ,07/18/2017,Y1,07/18/2017,11/07/2018 12:00:00 AM
3401238,CLOSED,01/18/2012,429         ,11222    ,MEEKER AVENUE                   ,3332289,301,   ,73,BKLYN,01/18/2012,Y1,01/13/2012,11/07/2018 12:00:00 AM
2242139,CLOSED,04/22/2017,3030        ,10468    ,JEROME AVENUE                   ,2017628,207,   ,30,ERT  ,04/26/2017,Y1,04/22/2017,11/07/2018 12:00:00 AM
3322048,CLOSED,10/20/2009,393         ,11207    ,WARWICK STREET                  ,3088863,305,   ,73,BKLYN,10/21/2009,Y1,10/20/2009,11/07/2018 12:00:00 AM
2266542,CLOSED,08/09/2018,1124        ,10472    ,FTELEY AVENUE                   ,2024128,209,   ,30,ERT  ,08/10/2018,Y1,08/09/2018,11/07/2018 12:00:00 AM
3473057,CLOSED,03/20/2014,334         ,11222    ,GREENPOINT AVENUE               ,3330225,301,   ,30,ERT  ,03/20/2014,Y1,03/19/2014,11/07/2018 12:00:00 AM
4516700,CLOSED,05/24/2012,39-20       ,11361    ,214 PLACE                       ,4137638,411,   ,31,ERT  ,05/24/2012,Y1,05/24/2012,11/07/2018 12:00:00 AM
3503632,CLOSED,01/14/2015,96          ,11205    ,SANFORD STREET                  ,3406777,303,   ,31,BKLYN,01/14/2015,Y1,01/13/2015,11/07/2018 12:00:00 AM
5125032,CLOSED,12/11/2016,431         ,10307    ,LORETTO STREET                  ,5087673,503,   ,30,ERT  ,12/11/2016,Y1,12/11/2016,11/07/2018 12:00:00 AM
3500834,CLOSED,12/09/2014,1052        ,11207    ,DECATUR STREET                  ,3810814,304,   ,30,ERT  ,12/09/2014,Y1,12/09/2014,11/07/2018 12:00:00 AM
2241446,CLOSED,04/05/2017,418         ,10460    ,BRONX PARK AVENUE               ,2042472,206,   ,30,ERT  ,04/05/2017,Y1,04/05/2017,11/07/2018 12:00:00 AM
5110663,CLOSED,06/14/2014,109         ,10304    ,BROAD STREET                    ,5802703,501,   ,30,ERT  ,06/14/2014,Y1,06/14/2014,11/07/2018 12:00:00 AM
3431976,CLOSED,12/16/2012,1740GAR     ,11213    ,PRESIDENT STREET                ,3351692,309,   ,30,ERT  ,12/17/2012,Y1,12/16/2012,11/07/2018 12:00:00 AM
4718029,CLOSED,12/28/2017,87-27       ,11421    ,75 STREET                       ,4183050,409,   ,29,ERT  ,12/29/2017,Y1,12/29/2017,11/07/2018 12:00:00 AM
4504739,CLOSED,01/14/2012,152-21      ,11434    ,ROCKAWAY BOULEVARD              ,4265919,412,   ,30,ERT  ,01/18/2012,Y1,01/14/2012,11/07/2018 12:00:00 AM
3627989,CLOSED,11/17/2017,215         ,11216    ,HALSEY STREET                   ,3052769,303,   ,30,ERT  ,11/18/2017,Y1,11/17/2017,11/07/2018 12:00:00 AM
3672152,CLOSED,10/19/2018,397         ,11207    ,LIBERTY AVENUE                  ,3083539,305,   ,73,BKLYN,10/22/2018,Y1,10/19/2018,11/07/2018 12:00:00 AM
2259498,CLOSED,03/29/2018,615         ,10457    ,EAST 179 STREET                 ,2092250,206,   ,30,ERT  ,03/29/2018,Y1,03/29/2018,11/07/2018 12:00:00 AM
4723127,CLOSED,02/19/2018,196-14      ,11412    ,112 AVENUE                      ,4235200,412,   ,30,ERT  ,02/20/2018,Y1,02/19/2018,11/07/2018 12:00:00 AM
3322049,CLOSED,10/20/2009,395         ,11207    ,WARWICK STREET                  ,3088862,305,   ,73,BKLYN,10/21/2009,Y1,10/20/2009,11/07/2018 12:00:00 AM
3585408,CLOSED,12/18/2016,150         ,11232    ,23 STREET                       ,3009498,307,   ,30,ERT  ,12/18/2016,Y1,12/18/2016,11/07/2018 12:00:00 AM
4727747,CLOSED,04/03/2018,163-37      ,11414    ,87 STREET                       ,4294342,410,   ,30,ERT  ,04/03/2018,Y1,04/03/2018,11/07/2018 12:00:00 AM
3552625,CLOSED,03/30/2016,1427        ,11237    ,DEKALB AVENUE                   ,3073576,304,   ,30,ERT  ,03/30/2016,Y1,03/30/2016,11/07/2018 12:00:00 AM
4684861,CLOSED,03/15/2017,175         ,11694    ,BEACH 115 STREET                ,4303936,414,   ,30,ERT  ,03/15/2017,Y1,03/15/2017,11/07/2018 12:00:00 AM
3569143,CLOSED,08/07/2016,201         ,11216    ,HALSEY STREET                   ,3425156,303,   ,30,ERT  ,08/07/2016,Y1,08/06/2016,11/07/2018 12:00:00 AM
3663612,CLOSED,08/20/2018,68          ,11222    ,COMMERCIAL STREET               ,3063698,301,   ,05,BKLYN,09/26/2018,Y1,09/26/2018,11/07/2018 12:00:00 AM
3562711,CLOSED,06/17/2016,1655        ,11212    ,EAST NEW YORK AVENUE            ,3038979,316,   ,5H,OBM  ,07/01/2016,Y1,06/15/2016,11/07/2018 12:00:00 AM
3667189,CLOSED,09/13/2018,1339        ,11213    ,BERGEN STREET                   ,3030563,308,   ,1X,BKLYN,09/13/2018,Y1,09/13/2018,11/07/2018 12:00:00 AM
5112769,CLOSED,10/14/2014,199         ,10304    ,OSGOOD AVENUE                   ,5043291,501,   ,30,ERT  ,10/15/2014,Y1,10/14/2014,11/07/2018 12:00:00 AM
4433973,CLOSED,02/10/2010,1018        ,11385    ,CYPRESS AVENUE                  ,4085659,405,   ,10,QNS.,01/25/2018,Y1,01/24/2018,11/07/2018 12:00:00 AM
3523956,CLOSED,07/24/2015,243         ,11213    ,BUFFALO AVENUE                  ,3346408,308,   ,73,BKLYN,07/24/2015,Y1,07/24/2015,11/07/2018 12:00:00 AM
5108994,CLOSED,03/19/2014,217         ,10304    ,CANAL STREET                    ,5013797,501,   ,30,ERT  ,03/19/2014,Y1,03/19/2014,11/07/2018 12:00:00 AM
3555109,CLOSED,04/18/2016,1671        ,11234    ,COLEMAN STREET                  ,3219496,318,   ,30,ERT  ,04/19/2016,Y1,04/19/2016,11/07/2018 12:00:00 AM
3360434,CLOSED,11/09/2010,1234        ,11236    ,EAST   87 STREET                ,3226865,318,   ,31,ERT  ,11/11/2010,Y1,11/11/2010,11/07/2018 12:00:00 AM
4505989,CLOSED,01/30/2012,117-18      ,11420    ,150 AVENUE                      ,4257165,410,   ,29,QNS.,02/02/2012,Y1,02/01/2012,11/07/2018 12:00:00 AM
2159339,CLOSED,05/13/2011,3233        ,10467    ,WHITE PLAINS ROAD               ,2056229,212,   ,29,ERT  ,05/14/2011,Y1,05/13/2011,11/07/2018 12:00:00 AM
2142770,CLOSED,03/17/2010,766         ,10460    ,EAST  175 STREET                ,2010007,206,   ,73,BRONX,03/17/2010,Y1,03/17/2010,11/07/2018 12:00:00 AM
3654060,CLOSED,06/16/2018,4815        ,11220    ,6 AVENUE                        ,3012694,307,   ,30,ERT  ,06/16/2018,Y1,06/16/2018,11/07/2018 12:00:00 AM
3363562,CLOSED,12/12/2010,382         ,11207    ,NEW JERSEY AVENUE               ,3084094,305,   ,30,ERT  ,12/13/2010,Y1,12/12/2010,11/07/2018 12:00:00 AM
5112907,CLOSED,10/22/2014,1684        ,10310    ,RICHMOND TERRACE                ,5103887,501,   ,30,ERT  ,10/22/2014,Y1,10/22/2014,11/07/2018 12:00:00 AM
5119465,CLOSED,01/25/2016,6           ,10314    ,SOMMERS LANE                    ,5017878,501,   ,30,ERT  ,10/17/2016,Y1,10/14/2016,11/07/2018 12:00:00 AM
3414009,CLOSED,06/02/2012,147         ,11211    ,CONSELYEA STREET                ,3068609,301,   ,30,ERT  ,06/02/2012,Y1,06/02/2012,11/07/2018 12:00:00 AM
3611978,CLOSED,07/25/2017,277         ,11211    ,GRAHAM AVENUE                   ,3069419,301,   ,30,ERT  ,10/25/2017,Y1,07/24/2017,11/07/2018 12:00:00 AM
4661853,CLOSED,08/04/2016,43-34       ,11101    ,37 STREET                       ,4003155,402,IBZ,30,ERT  ,08/05/2016,Y1,08/04/2016,11/07/2018 12:00:00 AM
3416303,CLOSED,06/26/2012,26          ,11208    ,CRESCENT STREET                 ,3810148,305,   ,73,ERT  ,06/26/2012,Y1,06/22/2012,11/07/2018 12:00:00 AM
2156320,CLOSED,03/07/2011,670         ,10474    ,CASANOVA STREET                 ,2006611,202,   ,30,ERT  ,03/07/2011,Y1,03/07/2011,11/07/2018 12:00:00 AM
3590557,CLOSED,02/04/2017,249         ,11216    ,HALSEY STREET                   ,3052861,303,   ,30,ERT  ,02/05/2017,Y1,02/04/2017,11/07/2018 12:00:00 AM
3450606,CLOSED,07/17/2013,9702        ,11236    ,DITMAS AVENUE                   ,3228507,317,IBZ,30,ERT  ,07/18/2013,Y1,07/17/2013,11/07/2018 12:00:00 AM
3429059,CLOSED,11/10/2012,883         ,11225    ,NOSTRAND AVENUE                 ,3033848,309,   ,30,ERT  ,11/11/2012,Y1,11/10/2012,11/07/2018 12:00:00 AM
2204031,CLOSED,10/14/2014,1823        ,10457    ,ANTHONY AVENUE                  ,2009365,205,   ,30,ERT  ,10/14/2014,Y1,10/10/2014,11/07/2018 12:00:00 AM
3619827,CLOSED,09/19/2017,3063 GARAGE ,11229    ,AVENUE R                        ,3386362,318,   ,30,ERT  ,09/19/2017,Y1,09/19/2017,11/07/2018 12:00:00 AM
4647952,CLOSED,03/25/2016,159-25      ,11434    ,ROCKAWAY BOULEVARD              ,4284897,413,   ,30,ERT  ,03/25/2016,Y1,03/25/2016,11/07/2018 12:00:00 AM
2267678,CLOSED,08/30/2018,253         ,10457    ,EAST TREMONT AVENUE             ,2007716,205,   ,45,BRONX,09/07/2018,Y1,09/05/2018,11/07/2018 12:00:00 AM
4709619,CLOSED,10/10/2017,112-39      ,11433    ,176 STREET                      ,4219625,412,   ,30,ERT  ,10/10/2017,Y1,10/10/2017,11/07/2018 12:00:00 AM
3466124,CLOSED,01/04/2014,489         ,11225    ,EAST NEW YORK AVENUE            ,3324565,309,   ,30,ERT  ,01/05/2014,Y1,01/04/2014,11/07/2018 12:00:00 AM
4462629,CLOSED,10/25/2010,87-01       ,11426    ,COMMONWEALTH BOULEVARD          ,4176314,413,   ,45,QNS.,11/19/2010,Y1,11/19/2010,11/07/2018 12:00:00 AM
3425592,CLOSED,10/01/2012,580         ,11203    ,LINDEN BOULEVARD                ,3109051,317,   ,45,ERT  ,10/01/2012,Y1,09/30/2012,11/07/2018 12:00:00 AM
4472223,CLOSED,02/14/2011,225-06      ,11413    ,MENTONE AVENUE                  ,4283724,413,   ,30,ERT  ,02/15/2011,Y1,02/14/2011,11/07/2018 12:00:00 AM
4684000,CLOSED,03/06/2017,109-07      ,11433    ,UNION HALL STREET               ,4263382,412,   ,31,QNS.,02/07/2018,Y1,02/05/2018,11/07/2018 12:00:00 AM
2121531,CLOSED,10/24/2008,882         ,10451    ,MORRIS AVENUE                   ,2001922,204,   ,31,BRONX,10/24/2008,Y1,10/24/2008,11/07/2018 12:00:00 AM
2140386,CLOSED,01/16/2010,729         ,10467    ,EAST  218 STREET                ,2058048,212,   ,30,ERT  ,01/16/2010,Y1,01/16/2010,11/07/2018 12:00:00 AM
3552629,CLOSED,03/30/2016,1423        ,11237    ,DEKALB AVENUE                   ,3073577,304,   ,30,ERT  ,03/30/2016,Y1,03/30/2016,11/07/2018 12:00:00 AM
4388370,CLOSED,01/30/2009,52-12       ,11368    , 103 STREET                     ,4047675,404,   ,30,ERT  ,02/02/2009,Y1,01/30/2009,11/07/2018 12:00:00 AM
3356452,CLOSED,09/29/2010,122         ,11206    ,JEFFERSON STREET                ,3072240,304,   ,73,BKLYN,09/29/2010,Y1,09/29/2010,11/07/2018 12:00:00 AM
3298530,CLOSED,03/19/2009,69          ,11205    ,VANDERBILT AVENUE               ,3054268,302,   ,73,BKLYN,03/23/2009,Y1,03/19/2009,11/07/2018 12:00:00 AM
4400596,CLOSED,05/18/2009,116-32      ,11412    , 191 STREET                     ,4238234,412,   ,30,ERT  ,05/18/2009,Y1,05/16/2009,11/07/2018 12:00:00 AM
3621552,CLOSED,10/01/2017,207         ,11213    ,BROOKLYN AVENUE                 ,3031636,308,   ,4A,SPOPS,10/06/2017,Y1,10/05/2017,11/07/2018 12:00:00 AM
4630372,CLOSED,09/08/2015,102-01      ,11423    ,184 STREET                      ,4220691,412,   ,45,QNS.,09/09/2015,Y1,09/08/2015,11/07/2018 12:00:00 AM
5110484,CLOSED,06/06/2014,205         ,10305    ,CHESTNUT AVENUE                 ,5109257,501,   ,30,ERT  ,06/06/2014,Y1,06/05/2014,11/07/2018 12:00:00 AM
4514106,CLOSED,05/01/2012,94-06       ,11428    ,HOLLIS COURT BOULEVARD          ,4224592,413,   ,45,QNS.,12/04/2013,Y1,11/22/2013,11/07/2018 12:00:00 AM
4642708,CLOSED,01/25/2016,90-13       ,11432    ,175 STREET                      ,4209944,412,   ,73,ERT  ,01/25/2016,Y1,01/22/2016,11/07/2018 12:00:00 AM
2241898,CLOSED,04/17/2017,1302        ,10456    ,FINDLAY AVENUE                  ,2007152,204,   ,30,ERT  ,04/18/2017,Y1,04/17/2017,11/07/2018 12:00:00 AM
2158603,CLOSED,04/26/2011,2319        ,10458    ,PROSPECT AVENUE                 ,2012845,206,   ,73,BRONX,04/26/2011,Y1,04/25/2011,11/07/2018 12:00:00 AM
3632356,CLOSED,12/21/2017,36          ,11238    ,MADISON STREET                  ,3057156,303,   ,91,ERT  ,12/21/2017,Y1,12/21/2017,11/07/2018 12:00:00 AM
3557740,CLOSED,05/10/2016,51          ,11218    ,CATON PLACE                     ,3124077,307,   ,73,EXEC ,12/15/2017,Y1,12/15/2017,11/07/2018 12:00:00 AM
5111808,CLOSED,08/12/2014,9 GARAGE    ,10301    ,TILDEN STREET                   ,5136293,501,   ,30,ERT  ,08/12/2014,Y1,08/12/2014,11/07/2018 12:00:00 AM
4640583,CLOSED,12/28/2015,119-19      ,11436    ,146 STREET                      ,4261111,412,   ,30,ERT  ,12/28/2015,Y1,12/27/2015,11/07/2018 12:00:00 AM
3657847,CLOSED,07/15/2018,693         ,11225    ,FLATBUSH AVENUE                 ,3115797,309,   ,30,ERT  ,07/16/2018,Y1,07/15/2018,11/07/2018 12:00:00 AM
2131670,CLOSED,06/22/2009,463         ,10451    ,EAST  159 STREET                ,2001488,203,   ,30,ERT  ,06/22/2009,Y1,06/22/2009,11/07/2018 12:00:00 AM
4561719,CLOSED,10/07/2013,42-20       ,11373    ,74 STREET                       ,4607830,404,   ,30,ERT  ,10/08/2013,Y1,10/07/2013,11/07/2018 12:00:00 AM
4362467,CLOSED,07/14/2008,107-50      ,11419    , 134 STREET                     ,4860683,410,   ,45,QNS.,07/16/2008,Y1,07/14/2008,11/07/2018 12:00:00 AM
5123006,CLOSED,08/13/2016,85          ,10312    ,BARTLETT AVENUE                 ,5073436,503,   ,30,ERT  ,08/13/2016,Y1,08/13/2016,11/07/2018 12:00:00 AM
4561170,CLOSED,10/01/2013,88-22       ,11374    ,ELIOT AVENUE                    ,4071964,406,   ,45,QNS.,10/21/2013,Y1,10/18/2013,11/07/2018 12:00:00 AM
4529858,CLOSED,10/10/2012,3170        ,11106    ,CRESCENT STREET                 ,4006595,401,   ,31,QNS.,12/27/2012,Y1,12/17/2012,11/07/2018 12:00:00 AM
4731249,CLOSED,05/02/2018,102-33      ,11419    ,134 STREET                      ,4201238,409,   ,30,ERT  ,05/02/2018,Y1,05/02/2018,11/07/2018 12:00:00 AM
4480010,CLOSED,05/06/2011,51-56       ,11377    ,  47 STREET                     ,4053522,402,   ,30,QNS.,05/06/2011,Y1,05/06/2011,11/07/2018 12:00:00 AM
4714624,CLOSED,11/24/2017,160-20      ,11433    ,108 AVENUE                      ,4216137,412,   ,30,ERT  ,11/24/2017,Y1,11/23/2017,11/07/2018 12:00:00 AM
3367340,CLOSED,01/31/2011,71          ,11229    ,BARTLETT PLACE                  ,3249754,315,   ,30,ERT  ,02/01/2011,Y1,01/31/2011,11/07/2018 12:00:00 AM
3642603,CLOSED,03/18/2018,1559        ,11236    ,EAST 95 STREET                  ,3233628,318,   ,37,ERT  ,03/18/2018,Y1,03/18/2018,11/07/2018 12:00:00 AM
2230234,CLOSED,07/23/2016,1907        ,10453    ,HARRISON AVENUE                 ,2008565,205,   ,37,ERT  ,07/24/2016,Y1,07/23/2016,11/07/2018 12:00:00 AM
4691591,CLOSED,05/16/2017,29-12       ,11369    ,GILMORE STREET                  ,4041503,403,   ,45,OBM  ,05/20/2017,Y1,05/19/2017,11/07/2018 12:00:00 AM
4353161,CLOSED,05/13/2008,97-03       ,11368    ,ROOSEVELT AVENUE                ,4864015,403,   ,83,QNS.,06/13/2008,Y1,06/08/2008,11/07/2018 12:00:00 AM
4693203,CLOSED,05/31/2017,139-17 GAR  ,11435    ,90 AVENUE                       ,4590735,412,   ,30,ERT  ,05/31/2017,Y1,05/31/2017,11/07/2018 12:00:00 AM
5109443,CLOSED,04/11/2014,102         ,10309    ,PITNEY AVENUE                   ,5133670,503,   ,30,ERT  ,04/11/2014,Y1,04/11/2014,11/07/2018 12:00:00 AM
3652262,CLOSED,06/01/2018,359         ,11216    ,HERKIMER STREET                 ,3053822,303,   ,30,ERT  ,06/04/2018,Y1,06/01/2018,11/07/2018 12:00:00 AM
1434726,CLOSED,10/09/2016,1230        ,10128    ,MADISON AVENUE                  ,1046960,108,   ,30,ERT  ,10/10/2016,Y1,10/09/2016,11/07/2018 12:00:00 AM
5131422,CLOSED,11/11/2017,573         ,10312    ,ANNADALE ROAD                   ,5075211,503,   ,30,ERT  ,11/12/2017,Y1,11/11/2017,11/07/2018 12:00:00 AM
2200899,CLOSED,07/20/2014,3641        ,10463    ,IRWIN AVENUE                    ,2083952,208,   ,30,ERT  ,07/20/2014,Y1,07/20/2014,11/07/2018 12:00:00 AM
1313068,CLOSED,11/18/2011,465         ,10031    ,WEST  147 STREET                ,1061470,109,   ,29,MAN.,11/22/2011,Y1,11/21/2011,11/07/2018 12:00:00 AM
4593963,CLOSED,07/16/2014,122-40      ,11434    ,FARMERS BOULEVARD               ,4269163,412,   ,1Z,EXEC ,07/16/2014,Y1,07/14/2014,11/07/2018 12:00:00 AM
3415204,CLOSED,06/14/2012,1700        ,11212    ,EAST NEW YORK AVENUE            ,3338550,316,IBZ,37,BKLYN,06/19/2012,Y1,06/16/2012,11/07/2018 12:00:00 AM
3647864,CLOSED,04/28/2018,306         ,11238    ,FRANKLIN AVENUE                 ,3055640,303,   ,37,ERT  ,04/28/2018,Y1,04/28/2018,11/07/2018 12:00:00 AM
3643817,CLOSED,03/28/2018,295         ,11208    ,ETNA STREET                     ,3091034,305,   ,45,BKLYN,03/29/2018,Y1,03/29/2018,11/07/2018 12:00:00 AM
3508095,CLOSED,03/09/2015,2224        ,11234    ,NATIONAL DRIVE                  ,3242385,318,   ,30,ERT  ,03/09/2015,Y1,03/09/2015,11/07/2018 12:00:00 AM
3575708,CLOSED,09/27/2016,58          ,11221    ,BLEECKER STREET                 ,3075611,304,   ,30,ERT  ,09/27/2016,Y1,09/27/2016,11/07/2018 12:00:00 AM
2195193,CLOSED,02/20/2014,502         ,10473    ,TAYLOR AVENUE                   ,2092616,209,   ,73,BRONX,02/20/2014,Y1,02/18/2014,11/07/2018 12:00:00 AM
3572821,CLOSED,09/04/2016,881         ,11221    ,LAFAYETTE AVENUE                ,3043355,303,   ,30,ERT  ,09/04/2016,Y1,09/04/2016,11/07/2018 12:00:00 AM
3511007,CLOSED,04/08/2015,1230        ,11213    ,ST MARKS AVENUE                 ,3036094,308,   ,30,ERT  ,04/09/2015,Y1,04/09/2015,11/07/2018 12:00:00 AM
3472728,CLOSED,03/17/2014,565 A       ,11203    ,LINDEN BOULEVARD                ,3108347,317,   ,30,ERT  ,03/19/2014,Y1,03/18/2014,11/07/2018 12:00:00 AM
4735085,CLOSED,06/04/2018,104-53      ,11419    ,121 STREET                      ,4204386,410,   ,5H,OBM  ,06/04/2018,Y1,06/01/2018,11/07/2018 12:00:00 AM
4381947,CLOSED,12/02/2008,1420        ,11691    ,WATERLOO PLACE                  ,4299982,414,   ,37,QNS.,12/04/2008,Y1,12/03/2008,11/07/2018 12:00:00 AM
3466114,CLOSED,01/04/2014,858         ,11222    ,MEEKER AVENUE                   ,3347217,301,IBZ,30,ERT  ,01/05/2014,Y1,01/04/2013,11/07/2018 12:00:00 AM
4386510,CLOSED,01/14/2009,108-12      ,11694    ,ROCKAWAY BEACH BOULEVARD        ,4303725,414,   ,45,QNS.,02/11/2009,Y1,01/27/2009,11/07/2018 12:00:00 AM
4499143,CLOSED,11/09/2011,109-32      ,11433    , 164 STREET                     ,4216683,412,   ,45,ERT  ,11/09/2011,Y1,11/08/2011,11/07/2018 12:00:00 AM
1434158,CLOSED,09/30/2016,410         ,10029    ,EAST 115 STREET                 ,1090592,111,   ,10,ERT  ,09/30/2016,Y1,09/30/2016,11/07/2018 12:00:00 AM
3470839,CLOSED,02/25/2014,595         ,11231    ,SMITH STREET                    ,3336391,306,IBZ,30,ERT  ,02/25/2014,Y1,02/25/2014,11/07/2018 12:00:00 AM
3544383,CLOSED,01/19/2016,1419        ,11233    ,ST MARKS AVENUE                 ,3039012,316,   ,30,ERT  ,01/19/2016,Y1,01/18/2016,11/07/2018 12:00:00 AM
2192550,CLOSED,11/27/2013,2123        ,10457    ,CLINTON AVENUE                  ,2803088,206,   ,73,BRONX,11/27/2013,Y1,11/27/2013,11/07/2018 12:00:00 AM
3667926,CLOSED,09/18/2018,3909 GARAGE ,11232    ,7 AVENUE                        ,3350886,307,   ,1X,BKLYN,09/18/2018,Y1,09/18/2018,11/07/2018 12:00:00 AM
2233751,CLOSED,10/06/2016,725         ,10454    ,EAST 141 STREET                 ,2003862,201,   ,73,ERT  ,10/06/2016,Y1,10/06/2016,11/07/2018 12:00:00 AM
